,0
738,Congrats to Colorado who will be receiving $14.9M in federal infrastructure funds from @USDOT. Happy to support bus service for residents throughout this great state!
739,"Just heard that Wacko John Bolton was talking of the fact that I discussed “love letters from Kim Jong Un” as though I viewed them as just that. Obviously, was just being sarcastic. Bolton was such a jerk!"
740,"Brett LOVES Wisconsin, Mississippi and Minnesota. A good golfer - hits it LONG! https://t.co/JcBJJEWI0X"
741,"The Fake News knows that Sleepy Joe doesn’t have a clue, and they want to protect his Radical Left Democrat enablers. He is so bad for the USA! https://t.co/saiRilw6xi"
742,Great! https://t.co/hNoWMavLfv
743,"“Senate Intelligence Panel found absolutely no evidence of collusion. There was no evidence that the Trump campaign conspired with the Russian government to influence 2016, affirming the findings of other investigations.” Daily Caller"
744,Nancy Pelosi says she got “set up” by a Beauty Parlor owner. Maybe the Beauty Parlor owner should be running the House of Representatives instead of Crazy Nancy?
745,"....His problem is interesting. He must always be weak on CRIME because of the Bernie Sanders Radical Left voter. If he loses them, like Crooked Hillary did, he is “toast”, and many will vote for me because of TRADE (Bernie was good on trade). Joe MUST always be weak on crime!"
746,"Congratulations to Andrew Clyde on a big win last night against a strong opponent in #GA09! An early supporter of ours, Andrew will be an incredible Congressman for the people of Georgia!"
747,"Pelosi &amp; Schumer have no interest in making a deal that is good for our Country and our People. All they want is a trillion dollars, and much more, for their Radical Left Governed States, most of which are doing very badly. It is called a BAILOUT for many years of bad Dem Mgmt!"
748,"Sally Yates is either lying or grossly incompetent. It is not possible she could have known so little about Dirty Cop James Comey (and others) from her high position in the Department of “Justice”. The political Crime of the Century, and she had no idea what they were doing?"
749,https://t.co/JCalVhUtFR
750,Rigged Election? https://t.co/LK0gp40luC
751,"One of the greats in the history of television, Regis Philbin has passed on to even greater airwaves, at 88. He was a fantastic person, and my friend. He kept telling me to run for President. Holds the record for “most live television”, and he did it well. Regis, we love you...."
752,I am ready to send Rental Assistance payments to hardworking Americans that have been hurt by the ChinaVirus. DEMOCRATS ARE HOLDING THIS UP!
753,"Check out this Mail-In Voting experiment by a local news station! 
https://t.co/23tOdt1hYc"
754,https://t.co/U8UAr8Plii
755,"....And because of weak and pathetic Democrat leadership, this thuggery is happening in other Democrat run cities and states. Must shut them down fast. Biden and his most Liberal in Senate running mate, Kamala, won’t even talk about it. They won’t utter the words, LAW &amp; ORDER!"
756,"I am ready to send more money to States and Local governments to save jobs for Police, Fire Fighters, First Responders, and Teachers. DEMOCRATS ARE HOLDING THIS UP!"
757,Big Stock Market Numbers!
758,Watch Mark Levin NOW on @FoxNews. Topic: Mail-In Voting!
759,https://t.co/xcCXeRq3nc
760,https://t.co/xD8iKKVHLg
761,https://t.co/P8bokc3wEU
762,"My son, Donald, just wrote a really important new book, “Liberal Privilege”, talking, with great knowledge, of our world today. Lets make him a number one bestseller, again! @DonaldJTrumpJr @seanhannity"
763,"Now they’re trying to deny this, but they can’t! https://t.co/vNW3I3pPNK"
764,"My visits last week to Texas and Florida had massive numbers of cheering people gathered along the roads and highways, thousands and thousands, even bigger (by far) than the crowds of 2016. Saw no Biden supporters, and yet some in the Fake News said it was an equal number. Sad!"
765,"Just landed in Mankato, Minnesota!"
766,https://t.co/iTiGECQigm
767,https://t.co/9V7ZdU9gdB
768,"Congressman Blaine Luetkemeyer (@LuetkemeyerB) is doing a terrific job for Missouri! As a Small Businessman, he helped us Lower your Taxes, Strengthen our Military, and Defend your Second Amendment. Blaine has my Complete and Total Endorsement! #MO03 https://t.co/NOuYXQAtQc"
769,"....And to Joy, his wonderful wife who he loved so much, my warmest condolences!!!"
770,"If the incompetent Mayor of Portland, Ted Wheeler, doesn’t get control of his city and stop the Anarchists, Agitators, Rioters and Looters, causing great danger to innocent people, we will go in and take care of matters the way they should have been taken care of 100 days ago!"
771,"Seriously, is this what our great USA wants as its leader? https://t.co/vgYqhuA4BV"
772,https://t.co/hiZL5wj8B5
773,"Recently watched failed RINO Tom Ridge, former head of Homeland Security, trying to justify his sudden love of the Radical Left Mayor of Portland, who last night was booed &amp; shouted out of existence by the agitators &amp; anarchists. Love watching pathetic Never Trumpers squirm!"
774,https://t.co/rGwz4N6PwW
775,"If I didn’t INSIST on having the National Guard activate and go into Kenosha, Wisconsin, there would be no Kenosha right now. Also, there would have been great death and injury. I want to thank Law Enforcement and the National Guard. I will see you on Tuesday!"
776,WE will WIN Ohio even bigger than we did in 2016 — MAGA is stronger than ever before! https://t.co/2JB9rCzRue
777,Congratulations Erica. Fantastic WIN! https://t.co/WAHIg0VnEv
778,"Senator @SteveDaines is doing a tremendous job for the people of Montana! He just helped me pass the Great American Outdoors Act, which protects the Montana way of life. His opponent, Steve Bullock, would be an absolute horror for Montana..."
779,"Great job by @elonmusk in agreeing to build, in TEXAS, what is expected to be the largest auto plant anywhere in the world. He kept his word to me. Texas &amp; @Tesla are big winners. MADE IN THE USA!"
780,How does the Fake News not include Online Streaming Numbers where Republicans blow the Dem Numbers away?
781,https://t.co/PFtYq4HjFA
782,Hunter - Meadow is proud of you. So am I. Congratulations! https://t.co/Bb8I3l3wfv
783,"....and ruined. The Federal Government must again seek the Death Penalty in a do-over of that chapter of the original trial. Our Country cannot let the appellate decision stand. Also, it is ridiculous that this process is taking so long!"
784,https://t.co/3iM1oRDEgy
785,"..Country, had to be approved by me, as President, &amp; I did so without hesitation  or complaint. Quite the contrary, I felt it was well deserved. I even sent Air Force One to bring his body, in casket, from Arizona to Washington. It was my honor to do so. Also, I never called.."
786,"10.6 Million Jobs Created In Just 4 Months, A Record!!!"
787,"Another bad night of Rioting in Portland, Oregon. A small number of Federal troops there to protect courthouse and other Federal property only (great job!). Wanting to be asked by City &amp; State to STOP THE RIOTS. Would bring in National Guard, end problem immediately. ASK!"
788,https://t.co/HvRzCET0tr
789,https://t.co/QO66XieSfR
790,Death penalty! He killed and badly wounded many. Justice! https://t.co/WM9Vw26a21
791,https://t.co/QekykcJKMw
792,Thank you! https://t.co/OS9T8cjDy0
793,"Steve Jobs would not be happy that his wife is wasting  money he left her on a failing Radical Left Magazine that is run by a con man (Goldberg) and spews FAKE NEWS &amp; HATE. Call her, write her, let her know how you feel!!! https://t.co/wwuoP85bQE"
794,https://t.co/ZBKYw5WJlD
795,"“Biden to raise taxes by 3 Trillion Dollars.” Actually, it will be much more than that, and much of it on nonsense. Markets and your 401k’s will CRASH. Jobs will disappear!"
796,"Great honor, but think we are much higher than 46%. Hidden vote! https://t.co/YsZUgtNoZW"
797,https://t.co/lrg4czwoGs
798,Congratulations @JimRyun! https://t.co/I4iwvYx3DK https://t.co/E0wBx1Gjh2
799,OPEN THE SCHOOLS!!!
800,"Great WIN Anna! Watched your race from beginning, very impressed. Your next opponent, Charlie Crist, is a Pelosi puppet who is bad on Crime, our Military, Vets, &amp; 2nd Amendment. You have my Complete &amp; Total Endorsement! https://t.co/PLdW3VXNTI"
801,"...With Biden, drug prices will quadruple! After many years, the game is finally up for Big Pharma, and they’re NOT HAPPY about it! Please understand that when you see their negative ads!"
802,"The Lamestream Media, including @FoxNews, which has really checked out, is refusing to show what is REALLY going on in Portland, Seattle, and other places. They want the American public to believe that these are just some wonderful protesters, not radical left ANARCHISTS!"
803,https://t.co/EBWKVm2xWV
804,https://t.co/4xmC4xKWjm
805,"Reno-Stead Airport has big bucks coming its way. I’m designating over $4.8 million from @USDOT to reconstruct the airport’s taxiway and ramp. This, along with 4 other airport grants to Nevada, will help in the economic recovery and GROWTH of the State!"
806,https://t.co/eDLyAEyeW6
807,"I’m with you all the way, thank you!
https://t.co/JL15Lh7I7A"
808,"The deep state, or whoever, over at the FDA is making it very difficult for drug companies to get people in order to test the vaccines and therapeutics. Obviously, they are hoping to delay the answer until after November 3rd. Must focus on speed, and saving lives! @SteveFDA"
809,"Drudge didn’t support me in 2016, and I hear he doesn’t support me now. Maybe that’s why he is doing poorly. His Fake News report on Mini-Strokes is incorrect. Possibly thinking about himself, or the other party’s “candidate”. https://t.co/9FraoFqOKq"
810,https://t.co/S4kFAhEHNK
811,https://t.co/121aeiel2T
812,https://t.co/EnQz4Enzd6
813,"Hurricane Laura is a very dangerous and rapidly intensifying hurricane. My Administration remains fully engaged with state &amp; local emergency managers to continue preparing and assisting the great people Texas, Louisiana, and Arkansas. Listen to local officials. We are with you! https://t.co/x0JoijLUpb"
814,Steve has my Complete and Total support. HE IS GREAT! https://t.co/Mbnp96Lu0x
815,"Rigged Election, and EVERYONE knows it! https://t.co/mjuB6wz95B"
816,".....Our massive testing capability, rather than being praised, is used by the Lamestream Media and their partner, the Do Nothing Radical Left Democrats, as a point of scorn. This testing, and what we have so quickly done, is used as a Fake News weapon. Sad!"
817,True! https://t.co/6Fgh8rUlMU
818,https://t.co/yO0nH40OKd
819,"If Biden’s Polling wasn’t going down, and fast, he wouldn’t be going to Pittsburgh."
820,Another great day for peace with Middle East – Muslim-majority Kosovo and Israel have agreed to normalize ties and establish diplomatic relations. Well-done! More Islamic and Arab nations will follow soon!
821,Congrats to Pennsylvania for receiving $11.5M in federal infrastructure funds from @USDOT. Huge investments in Hazleton and Erie County to improve transit service and bring an economic boost to these areas!
822,https://t.co/O8bK1Ewtqu
823,Great news for Florida! $3.3 million will be sent to @flyKissimmee from @USDOT for airport improvements and safety enhancements. This is so important for Central Florida and will bring a much-needed boost to the State’s economy!
824,"....John a loser and swear on whatever, or whoever, I was asked to swear on, that I never called our great fallen soldiers anything other than HEROES. This is more made up Fake News given by disgusting &amp; jealous failures in a disgraceful attempt to influence the 2020 Election!"
825,Will be interviewed on @foxandfriends this morning at 8:00 A.M. Enjoy!
826,Thank you! https://t.co/HXton857CF
827,"So Obama and his team of lowlifes spied on my campaign, and got caught - Open and shut case! More papers released today which are devastating to them. Will they ever pay the price? The political Crime of the Century!"
828,Bill is GREAT! https://t.co/GUKijatlaZ
829,https://t.co/hA1efjjehk
830,"“Nadler calls ANTIFA violence a MYTH.” @foxandfriends  They are Anarchists with miles of “tape” showing their illegal activity. Jerry, blame it on Russia, Russia, Russia!"
831,"Senator @CoryGardner is doing a terrific job - we just passed his landmark legislation, the Great American Outdoors Act. Strong on our Military, Vets and the Second Amendment, Cory has always had my Complete and Total Endorsement! https://t.co/umtvqqkMFq"
832,https://t.co/ArSWT9rWOD
833,People are not happy that players are not standing for our National Anthem!
834,https://t.co/tdqKej2tJ2
835,Crazy Nancy Pelosi said she was “set up” by the beauty parlor owner when she improperly had the salon opened (and didn’t wear a MASK!). Does anyone want a Speaker of the House who can be so easily SET UP?
836,Vote for Michelle – a real winner! #MN07 https://t.co/gViVuUwIRj
837,"Sarah is correct. McCain was a lousy candidate with lots of bad policy, but the “deadheads” sabotaged his campaign from the inside, and never gave him a chance to win. Hope they were happy with OBiden, who gave you me! https://t.co/rynLuGRKHA"
838,https://t.co/8XG18cSqTr https://t.co/KHWhXoJG7L
839,https://t.co/kZBd1IWL8O
